19:57:09 | INFO | Aplicação iniciada | algoritmo inicial=BRESENHAM
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:09 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:10 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:11 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:12 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
19:57:13 | INFO | Desenhando reta
